11087.888415919895,0.0,0.0,10843.891292107262,11118.136864184351,0.0,0.0,11320.929086516895,10803.395190938301,0.0,0.0,10805.231813834758
10907.424350372627,10729.882632321627,0.0,11699.397949714945,10161.225955430145,11582.63850031772,0.0,11228.71768184553,10832.898671398794,11021.552497937631,0.0,10988.525722914983
11165.083200372192,11047.664599812142,0.0,11095.2083626008,10950.604013066228,11036.07710385631,0.0,10924.788735263988,10915.45748227216,10625.768333981232,0.0,10580.430806018652
10842.600498105696,10635.468358337668,0.0,10764.395614758036,11764.210681759818,11632.586474702408,0.0,11196.4022530711,11025.346884338023,10937.432676991457,0.0,10947.59024512115
9339.454749905553,11150.68120728081,0.0,10262.451289233362,11272.658912619745,11365.624741033627,0.0,11439.579545609136,9435.24392061378,10777.98662733268,0.0,10767.615204988299
10120.447073929334,10842.597983752417,0.0,9736.626763207374,0.0,10603.841934160855,0.0,9174.360169726273,0.0,10050.34110567033,0.0,10074.100301790779
11707.384636895647,0.0,10721.882632191051,10495.894440756969,11175.405959370415,0.0,8925.236246831479,11561.929373406496,10877.903990344555,0.0,10250.881950892655,10975.714111589812
11095.331227750954,11094.308641388183,11060.548051409998,11097.026629619939,11996.996536488783,11956.138202900669,12349.89257864731,10370.117783018126,11488.397501835629,11630.552599581955,11452.487806974543,11471.738647456903
10764.39561521578,11705.733830314673,10635.344807730933,10691.125184968543,10985.568440248178,11475.756768477517,11663.70935768164,11509.457570159198,10876.579192159368,10870.495034930307,10891.11236291069,11134.170919521814
10262.546581221848,11103.570670994804,11151.023323018888,10511.756024585797,11357.258541850548,11052.567903600273,11348.933094058983,10970.648170499753,10539.665462778436,10569.404968810053,10517.323665941669,10926.75269313628
9736.479508854105,10764.382814597842,10802.600568328678,10452.71470989867,9889.192231361816,10825.46997533015,10781.153606737284,10705.660950116948,10110.746243229458,10068.680173098151,10049.879535824533,10116.136089385385
